id,ra,nome,fase,ano,inde,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem
1802,RA-1226,Aluno-1226,7,2023,,,10.0,,,9.2,,,,1
1803,RA-93,Aluno-93,7,2023,,,10.0,,,7.9,,,,1
1804,RA-119,Aluno-119,7,2023,,,10.0,,,6.7,,,,2
1805,RA-1227,Aluno-1227,7,2023,,,10.0,,,9.2,,,,1
1806,RA-1228,Aluno-1228,7,2023,,,10.0,,,7.5,,,,0
1807,RA-1229,Aluno-1229,7,2023,,,10.0,,,8.3,,,,1
1808,RA-98,Aluno-98,7,2023,,,10.0,,,7.9,,,,2
1809,RA-172,Aluno-172,7,2023,,,10.0,,,0.0,,,,2
1810,RA-86,Aluno-86,7,2023,,,10.0,,,8.3,,,,0
1811,RA-1230,Aluno-1230,7,2023,,,10.0,,,0.0,,,,1
1812,RA-1231,Aluno-1231,8,2023,,,10.0,,,,,,,0
1813,RA-1232,Aluno-1232,8,2023,,,10.0,,,,,,,0
1814,RA-1233,Aluno-1233,8,2023,,,10.0,,,,,,,0
1815,RA-1234,Aluno-1234,8,2023,,,10.0,,,,,,,0
1816,RA-1235,Aluno-1235,8,2023,,,10.0,,,,,,,0
1817,RA-1236,Aluno-1236,8,2023,,,10.0,,,,,,,0
1818,RA-1237,Aluno-1237,8,2023,,,10.0,,,,,,,0
1819,RA-1238,Aluno-1238,8,2023,,,10.0,,,,,,,0
1820,RA-1239,Aluno-1239,8,2023,,,10.0,,,,,,,0
1821,RA-1240,Aluno-1240,8,2023,,,10.0,,,,,,,0
1822,RA-1241,Aluno-1241,8,2023,,,10.0,,,,,,,0
1823,RA-1242,Aluno-1242,8,2023,,,10.0,,,,,,,0
1824,RA-1243,Aluno-1243,8,2023,,,10.0,,,,,,,0
1825,RA-1244,Aluno-1244,8,2023,,,10.0,,,,,,,0
1826,RA-1245,Aluno-1245,8,2023,,,10.0,,,,,,,0
1827,RA-1246,Aluno-1246,8,2023,,,10.0,,,,,,,0
1828,RA-1247,Aluno-1247,8,2023,,,10.0,,,,,,,0
1829,RA-1248,Aluno-1248,8,2023,,,10.0,,,,,,,0
1830,RA-1249,Aluno-1249,8,2023,,,10.0,,,,,,,0
1831,RA-1250,Aluno-1250,8,2023,,,10.0,,,,,,,0
1832,RA-1251,Aluno-1251,8,2023,,,10.0,,,,,,,0
1833,RA-1252,Aluno-1252,8,2023,,,10.0,,,,,,,0
1834,RA-1253,Aluno-1253,8,2023,,,10.0,,,,,,,0
1835,RA-1254,Aluno-1254,8,2023,,,10.0,,,,,,,0
1836,RA-1255,Aluno-1255,8,2023,,,10.0,,,,,,,0
1837,RA-1256,Aluno-1256,8,2023,,,10.0,,,,,,,0
1838,RA-1257,Aluno-1257,8,2023,,,10.0,,,,,,,0
1839,RA-1258,Aluno-1258,8,2023,,,10.0,,,,,,,0
1840,RA-1259,Aluno-1259,8,2023,,,10.0,,,,,,,0
1841,RA-1260,Aluno-1260,8,2023,,,10.0,,,,,,,0
1842,RA-1261,Aluno-1261,8,2023,,,10.0,,,,,,,0
1843,RA-1262,Aluno-1262,8,2023,,,10.0,,,,,,,0
1844,RA-1263,Aluno-1263,8,2023,,,10.0,,,,,,,0
1845,RA-1264,Aluno-1264,8,2023,,,10.0,,,,,,,0
1846,RA-1265,Aluno-1265,8,2023,,,10.0,,,,,,,0
1847,RA-1266,Aluno-1266,8,2023,,,10.0,,,,,,,0
1848,RA-1267,Aluno-1267,8,2023,,,10.0,,,,,,,0
1849,RA-1268,Aluno-1268,8,2023,,,10.0,,,,,,,0
1850,RA-14,Aluno-14,8,2023,,,10.0,,,,,,,0
1851,RA-13,Aluno-13,8,2023,,,10.0,,,,,,,0
1852,RA-12,Aluno-12,8,2023,,,10.0,,,,,,,0
1853,RA-7,Aluno-7,8,2023,,,10.0,,,,,,,0
1854,RA-6,Aluno-6,8,2023,,,10.0,,,,,,,0
1855,RA-5,Aluno-5,8,2023,,,10.0,,,,,,,0
1856,RA-1,Aluno-1,8,2023,,,10.0,,,,,,,0
1857,RA-36,Aluno-36,8,2023,,,10.0,,,,,,,0
1858,RA-35,Aluno-35,8,2023,,,10.0,,,,,,,0
1859,RA-34,Aluno-34,8,2023,,,10.0,,,,,,,0
1860,RA-31,Aluno-31,8,2023,,,10.0,,,,,,,0
1861,RA-23,Aluno-23,8,2023,,,10.0,,,,,,,1
1862,RA-88,Aluno-88,8,2023,,,10.0,,,,,,,0
1863,RA-1269,Aluno-1269,8,2023,,,10.0,,,,,,,0
1864,RA-49,Aluno-49,8,2023,,,10.0,,,,,,,0
1865,RA-1270,Aluno-1270,8,2023,,,10.0,,,,,,,0
1866,RA-29,Aluno-29,8,2023,,,10.0,,,,,,,0
1867,RA-17,Aluno-17,8,2023,,,10.0,,,,,,,0
1868,RA-21,Aluno-21,8,2023,,,10.0,,,,,,,0
1869,RA-25,Aluno-25,8,2023,,,10.0,,,,,,,0
1870,RA-2,Aluno-2,8,2023,,,10.0,,,,,,,0
1871,RA-1271,Aluno-1271,8,2023,,,10.0,,,,,,,0
1872,RA-1272,Aluno-1272,8,2023,,,10.0,,,,,,,0
1873,RA-1273,Aluno-1273,8,2023,,,10.0,,,,,,,1
1874,RA-1274,Aluno-1274,8,2023,,,10.0,,,,,,,0
1875,RA-1275,Aluno-1275,0,2024,7.6114,Ametista,10.0,8.0,8.7,10.0,6.3,5.6,5.4,0
1876,RA-1276,Aluno-1276,0,2024,8.0029,Topázio,10.0,8.0,9.3,10.0,3.8,7.5,7.1,0
1877,RA-1277,Aluno-1277,0,2024,7.9522,Ametista,10.0,8.0,9.1,10.0,3.8,7.5,7.0,0
1878,RA-868,Aluno-868,0,2024,7.1564,Ametista,5.0,7.0,9.8,8.0,3.8,6.9,7.2,-1
1879,RA-1278,Aluno-1278,0,2024,5.4442,Quartzo,5.0,7.5,4.2,9.0,3.8,5.0,4.2,-1
1880,RA-1279,Aluno-1279,0,2024,8.0822,Topázio,5.0,8.3,10.0,10.0,6.3,7.5,7.8,-1
1881,RA-861,Aluno-861,0,2024,8.9597,Topázio,5.0,10.0,10.0,9.5,7.5,8.1,9.7,-1
1882,RA-862,Aluno-862,0,2024,7.3467,Ametista,5.0,7.5,8.6,9.0,7.5,7.2,6.3,-2
1883,RA-1280,Aluno-1280,0,2024,8.1526,Topázio,5.0,8.5,9.5,10.0,6.3,7.5,8.3,-1
1884,RA-1281,Aluno-1281,0,2024,7.9829,Ametista,5.0,9.3,9.5,7.9,6.3,7.5,7.8,-1
1885,RA-895,Aluno-895,0,2024,8.258,Topázio,5.0,9.5,9.5,9.5,6.3,7.5,8.1,-1
1886,RA-884,Aluno-884,0,2024,8.0345,Topázio,5.0,8.8,8.8,10.0,6.3,7.5,8.2,-1
1887,RA-1282,Aluno-1282,0,2024,7.8769,Ametista,5.0,9.3,8.1,9.5,6.3,7.5,7.9,-1
1888,RA-889,Aluno-889,0,2024,8.1913,Topázio,5.0,9.8,9.3,8.5,6.3,7.5,8.3,-1
1889,RA-867,Aluno-867,0,2024,7.583,Ametista,5.0,8.5,7.4,9.0,7.5,7.5,7.5,-1
1890,RA-1283,Aluno-1283,0,2024,8.3034,Topázio,5.0,9.0,9.2,10.0,7.5,7.5,8.3,-2
1891,RA-891,Aluno-891,0,2024,8.036,Topázio,5.0,8.8,9.0,10.0,6.3,7.5,8.0,-1
1892,RA-1284,Aluno-1284,0,2024,8.38,Topázio,10.0,10.0,9.3,9.0,2.5,7.8,7.9,0
1893,RA-1012,Aluno-1012,0,2024,8.0571,Topázio,5.0,9.8,9.5,9.5,2.5,8.1,8.4,-1
1894,RA-1285,Aluno-1285,0,2024,8.1566,Topázio,10.0,8.0,8.8,10.0,2.5,7.5,8.9,0
1895,RA-1286,Aluno-1286,0,2024,5.9148,Quartzo,10.0,7.0,5.1,8.0,2.5,5.3,4.6,0
1896,RA-1287,Aluno-1287,0,2024,7.6197,Ametista,5.0,7.8,9.3,10.0,2.5,8.1,8.2,-1
1897,RA-1288,Aluno-1288,0,2024,7.9209,Ametista,10.0,10.0,8.0,9.0,2.5,7.2,7.3,0
1898,RA-1289,Aluno-1289,0,2024,7.2172,Ametista,5.0,7.8,9.4,7.0,7.5,5.9,6.2,-1
1899,RA-1290,Aluno-1290,0,2024,8.4072,Topázio,5.0,8.8,10.0,10.0,7.5,7.5,8.3,-1
1900,RA-1291,Aluno-1291,0,2024,8.0792,Topázio,5.0,8.3,9.5,9.5,7.5,7.5,7.9,-1
1901,RA-885,Aluno-885,0,2024,8.2072,Topázio,5.0,8.5,10.0,8.5,7.5,7.5,8.3,-1
1902,RA-1292,Aluno-1292,0,2024,6.9032,Agata,5.0,8.3,4.8,7.5,7.5,7.2,7.9,-1
1903,RA-1293,Aluno-1293,0,2024,8.005,Topázio,5.0,8.5,9.5,8.0,7.5,6.9,8.3,-1
1904,RA-888,Aluno-888,0,2024,8.1942,Topázio,5.0,8.5,10.0,9.0,6.9,7.5,8.3,-1
1905,RA-1294,Aluno-1294,0,2024,7.9494,Ametista,5.0,7.8,10.0,9.5,7.5,6.9,7.6,-2
1906,RA-1009,Aluno-1009,0,2024,6.3954,Agata,5.0,7.5,6.9,8.0,2.5,6.6,6.6,-1
1907,RA-1013,Aluno-1013,0,2024,5.784,Quartzo,5.0,7.8,5.7,9.0,2.5,5.0,4.7,-1
1908,RA-1295,Aluno-1295,0,2024,8.0617,Topázio,10.0,7.5,9.5,10.0,2.5,7.5,8.3,0
1909,RA-1296,Aluno-1296,0,2024,7.0574,Ametista,5.0,6.5,8.4,9.0,2.5,7.5,8.3,-1
1910,RA-863,Aluno-863,0,2024,4.6684,Quartzo,5.0,5.5,3.2,8.5,2.5,4.7,4.3,-1
1911,RA-1297,Aluno-1297,0,2024,7.6202,Ametista,5.0,9.3,9.8,9.5,2.5,7.5,6.8,-1
1912,RA-1014,Aluno-1014,0,2024,6.316,Agata,5.0,5.3,7.9,8.5,2.5,6.9,7.0,-1
1913,RA-880,Aluno-880,0,2024,6.8531,Agata,5.0,6.5,8.4,9.5,2.5,7.2,7.2,-1
1914,RA-886,Aluno-886,0,2024,8.4192,Topázio,5.0,8.8,10.0,9.5,8.1,7.5,8.3,-1
1915,RA-1298,Aluno-1298,0,2024,7.5773,Ametista,10.0,6.8,6.6,9.5,7.5,7.2,7.4,0
1916,RA-1299,Aluno-1299,0,2024,7.0697,Ametista,5.0,6.5,7.6,8.5,7.5,7.2,7.1,-2
1917,RA-904,Aluno-904,0,2024,7.6352,Ametista,5.0,6.0,8.8,9.5,7.5,7.5,8.7,-1
1918,RA-1300,Aluno-1300,0,2024,7.6239,Ametista,5.0,9.0,8.8,8.5,2.5,7.5,8.6,-1
1919,RA-1301,Aluno-1301,0,2024,5.6345,Quartzo,5.0,7.0,2.9,9.5,2.5,7.5,6.0,-1
1920,RA-1302,Aluno-1302,0,2024,5.7589,Quartzo,10.0,4.0,5.4,10.0,2.5,6.3,5.0,0
1921,RA-1303,Aluno-1303,0,2024,8.8352,Topázio,10.0,10.0,10.0,10.0,2.5,7.5,9.2,0
1922,RA-1304,Aluno-1304,0,2024,7.0851,Ametista,5.0,6.0,8.0,9.0,8.1,7.8,6.5,-2
1923,RA-1305,Aluno-1305,0,2024,6.6852,Agata,5.0,4.8,8.7,8.5,2.5,7.8,8.1,-1
1924,RA-1306,Aluno-1306,0,2024,8.503,Topázio,5.0,9.8,10.0,9.0,8.1,7.5,7.9,-1
1925,RA-702,Aluno-702,0,2024,7.6651,Ametista,5.0,9.3,9.8,9.0,2.5,7.8,7.2,-2
1926,RA-725,Aluno-725,0,2024,7.0901,Ametista,5.0,7.3,7.7,7.5,7.5,7.5,6.8,-1
1927,RA-912,Aluno-912,0,2024,7.6971,Ametista,5.0,7.3,9.5,9.0,7.5,8.1,6.9,-2
1928,RA-918,Aluno-918,0,2024,5.6574,Quartzo,5.0,2.8,8.7,7.9,2.5,5.9,6.2,-1
1929,RA-920,Aluno-920,0,2024,7.7495,Ametista,5.0,8.3,7.7,9.5,7.5,7.2,8.2,-1
1930,RA-1307,Aluno-1307,0,2024,6.594,Agata,10.0,5.5,5.8,10.0,6.3,6.3,5.4,0
1931,RA-1308,Aluno-1308,0,2024,6.877,Agata,5.0,6.0,7.4,10.0,7.5,7.5,5.9,-1
1932,RA-1309,Aluno-1309,0,2024,8.3792,Topázio,10.0,7.5,9.2,9.0,7.5,7.5,8.2,0
1933,RA-1310,Aluno-1310,0,2024,8.3908,Topázio,10.0,10.0,9.4,8.5,2.5,7.8,8.2,0
1934,RA-1311,Aluno-1311,0,2024,6.4119,Agata,10.0,0.0,9.2,9.0,2.5,7.5,8.4,0
1935,RA-1312,Aluno-1312,0,2024,7.5102,Ametista,5.0,6.5,8.3,10.0,7.5,6.3,8.3,-1
1936,RA-1313,Aluno-1313,0,2024,8.0155,Topázio,10.0,6.3,8.1,9.5,7.5,7.5,8.4,0
1937,RA-1314,Aluno-1314,0,2024,8.2398,Topázio,10.0,9.0,8.5,7.4,7.5,7.5,7.4,0
1938,RA-1315,Aluno-1315,0,2024,8.3511,Topázio,10.0,9.0,8.3,6.8,7.5,7.5,8.5,0
1939,RA-921,Aluno-921,0,2024,7.2838,Ametista,5.0,6.0,8.7,8.5,7.5,7.5,7.5,-1
1940,RA-1316,Aluno-1316,0,2024,7.5929,Ametista,5.0,7.8,8.2,9.0,7.5,7.5,7.5,-1
1941,RA-1317,Aluno-1317,0,2024,7.6656,Ametista,5.0,10.0,7.1,7.5,7.5,7.5,7.5,-1
1942,RA-897,Aluno-897,0,2024,5.2212,Quartzo,5.0,6.0,2.8,7.0,2.5,6.9,6.7,-1
1943,RA-908,Aluno-908,0,2024,6.7643,Agata,5.0,4.8,8.1,8.5,7.5,7.2,6.8,-1
1944,RA-916,Aluno-916,0,2024,5.5059,Quartzo,5.0,2.8,7.3,8.5,2.5,6.6,6.2,-2
1945,RA-924,Aluno-924,0,2024,6.4727,Agata,5.0,7.0,4.6,7.0,7.5,7.2,7.4,-1
1946,RA-925,Aluno-925,0,2024,6.587,Agata,5.0,4.8,7.0,8.0,7.5,7.2,7.3,-1
1947,RA-1008,Aluno-1008,0,2024,6.8667,Agata,5.0,7.0,6.5,7.0,7.5,7.2,7.5,-1
1948,RA-919,Aluno-919,0,2024,5.7997,Quartzo,5.0,5.3,4.7,7.0,6.3,6.9,6.5,-2
1949,RA-1318,Aluno-1318,0,2024,6.8234,Agata,5.0,5.0,7.7,8.5,7.5,7.2,7.3,-1
1950,RA-1003,Aluno-1003,0,2024,7.6276,Ametista,5.0,8.3,8.7,8.0,7.5,6.9,7.5,-1
1951,RA-1004,Aluno-1004,0,2024,7.8012,Ametista,5.0,7.5,9.3,9.5,7.5,7.5,7.5,-1
1952,RA-1006,Aluno-1006,0,2024,7.0401,Ametista,5.0,5.0,8.4,8.5,7.5,7.5,7.5,-1
1953,RA-1319,Aluno-1319,0,2024,7.2015,Ametista,5.0,8.5,5.8,8.5,7.5,7.5,7.5,-1
1954,RA-858,Aluno-858,0,2024,6.9179,Agata,5.0,8.3,6.8,9.0,2.5,7.5,7.5,-1
1955,RA-905,Aluno-905,0,2024,6.3926,Agata,5.0,3.0,7.8,9.0,7.5,6.9,7.0,-2
1956,RA-907,Aluno-907,0,2024,7.9401,Ametista,5.0,8.8,8.9,9.0,7.5,7.5,7.5,-1
1957,RA-1320,Aluno-1320,0,2024,7.8845,Ametista,5.0,8.3,9.2,9.0,7.5,7.5,7.5,-1
1958,RA-909,Aluno-909,0,2024,7.722,Ametista,5.0,8.3,8.2,10.0,7.5,6.9,7.5,-2
1959,RA-729,Aluno-729,0,2024,6.6845,Agata,5.0,6.0,8.4,8.0,2.5,7.5,7.5,-1
1960,RA-1321,Aluno-1321,0,2024,7.953,Ametista,10.0,8.8,8.9,9.0,6.9,6.6,5.9,0
1961,RA-1322,Aluno-1322,0,2024,8.478,Topázio,10.0,7.5,9.0,9.5,7.5,8.4,8.2,0
1962,RA-1323,Aluno-1323,0,2024,7.4874,Ametista,5.0,7.0,9.1,10.0,7.5,6.9,6.7,-1
1963,RA-1324,Aluno-1324,0,2024,8.3324,Topázio,5.0,8.5,10.0,10.0,7.5,7.8,8.0,-1
1964,RA-931,Aluno-931,0,2024,7.0755,Ametista,5.0,8.5,8.6,7.9,2.5,7.5,6.8,-1
1965,RA-1325,Aluno-1325,0,2024,8.9825,Topázio,10.0,10.0,9.5,9.0,7.5,8.4,7.9,0
1966,RA-1326,Aluno-1326,0,2024,7.6398,Ametista,10.0,4.5,9.3,9.0,7.5,7.8,7.2,0
1967,RA-1327,Aluno-1327,0,2024,8.2641,Topázio,10.0,7.5,9.3,9.0,7.5,7.8,7.3,0
1968,RA-1328,Aluno-1328,0,2024,8.0589,Topázio,5.0,10.0,8.2,8.5,7.5,7.5,7.8,-1
1969,RA-1329,Aluno-1329,0,2024,7.9894,Ametista,10.0,6.5,10.0,9.5,7.5,6.6,6.7,0
1970,RA-1330,Aluno-1330,0,2024,8.9446,Topázio,10.0,9.5,9.3,10.0,7.5,8.4,7.9,0
1971,RA-1331,Aluno-1331,0,2024,7.8523,Ametista,10.0,7.3,7.3,9.0,7.5,8.4,7.2,0
1972,RA-944,Aluno-944,0,2024,7.8262,Ametista,5.0,9.0,7.3,9.0,7.5,8.8,7.8,-2
1973,RA-1332,Aluno-1332,0,2024,8.1041,Topázio,5.0,8.3,9.4,8.5,7.5,9.4,7.7,-2
1974,RA-754,Aluno-754,0,2024,5.6127,Quartzo,5.0,6.3,6.3,8.5,5.6,2.5,4.8,-2
1975,RA-1333,Aluno-1333,0,2024,8.2132,Topázio,5.0,9.3,10.0,7.5,6.3,9.4,7.8,-1
1976,RA-934,Aluno-934,0,2024,8.3387,Topázio,5.0,8.5,9.8,9.5,7.5,9.4,7.8,-1
1977,RA-1334,Aluno-1334,0,2024,8.3502,Topázio,5.0,9.0,10.0,10.0,5.6,9.4,7.8,-1
1978,RA-941,Aluno-941,0,2024,7.7467,Ametista,5.0,8.8,9.3,8.0,5.0,8.1,7.7,-1
1979,RA-756,Aluno-756,0,2024,7.3617,Ametista,5.0,5.5,8.8,10.0,7.5,8.1,7.2,-2
1980,RA-1335,Aluno-1335,0,2024,8.3217,Topázio,5.0,8.8,9.8,9.0,7.5,9.4,7.7,-2
1981,RA-773,Aluno-773,0,2024,6.5662,Agata,5.0,5.0,8.8,10.0,2.5,7.5,6.6,-2
1982,RA-938,Aluno-938,0,2024,8.0056,Topázio,5.0,7.8,9.5,9.5,7.5,8.1,7.7,-1
1983,RA-1336,Aluno-1336,0,2024,7.1414,Ametista,5.0,9.5,6.2,9.5,2.5,7.5,7.8,-1
1984,RA-1337,Aluno-1337,0,2024,6.0151,Agata,5.0,6.0,4.7,8.0,7.5,6.9,5.7,-2
1985,RA-1338,Aluno-1338,0,2024,6.1368,Agata,5.0,3.0,8.7,8.0,7.5,6.9,5.3,-1
1986,RA-1339,Aluno-1339,0,2024,7.3547,Ametista,5.0,8.8,10.0,8.5,6.9,5.0,5.3,-1
1987,RA-1340,Aluno-1340,0,2024,8.3423,Topázio,10.0,10.0,8.4,9.5,7.5,5.6,7.0,0
1988,RA-1341,Aluno-1341,0,2024,7.8629,Ametista,5.0,10.0,9.2,10.0,7.5,5.6,6.0,-1
1989,RA-947,Aluno-947,0,2024,6.0535,Agata,5.0,4.5,7.6,9.0,7.5,5.6,4.6,-1
1990,RA-1342,Aluno-1342,0,2024,7.8186,Ametista,5.0,9.0,9.8,9.5,7.5,7.5,5.6,-1
1991,RA-1343,Aluno-1343,0,2024,8.8262,Topázio,10.0,9.8,10.0,8.0,7.5,6.3,8.5,0
1992,RA-1344,Aluno-1344,0,2024,9.3612,Topázio,10.0,10.0,10.0,8.5,7.5,8.8,9.4,0
1993,RA-945,Aluno-945,0,2024,7.4196,Ametista,5.0,8.8,9.5,9.0,2.5,7.5,6.8,-1
1994,RA-946,Aluno-946,0,2024,6.6777,Agata,5.0,4.5,8.8,9.5,2.5,7.5,7.8,-1
1995,RA-1345,Aluno-1345,0,2024,7.234,Ametista,5.0,6.3,9.5,8.5,7.5,6.3,6.8,-1
1996,RA-771,Aluno-771,0,2024,6.066,Agata,5.0,6.5,6.6,8.5,3.1,5.6,6.1,-1
1997,RA-1346,Aluno-1346,0,2024,7.3701,Ametista,10.0,5.5,8.1,9.5,7.5,6.3,6.7,0
1998,RA-1347,Aluno-1347,0,2024,6.1538,Agata,5.0,5.0,8.8,8.5,2.5,5.6,6.2,-1
1999,RA-949,Aluno-949,0,2024,7.1323,Ametista,5.0,6.5,8.8,9.0,7.5,6.3,6.5,-1
2000,RA-950,Aluno-950,0,2024,7.6935,Ametista,5.0,7.0,9.0,9.5,7.5,6.9,8.0,-1
2001,RA-951,Aluno-951,0,2024,6.4483,Agata,5.0,4.0,9.0,10.0,2.5,6.3,7.3,-1
2002,RA-1002,Aluno-1002,0,2024,7.9679,Ametista,5.0,9.3,7.8,9.0,7.5,7.5,8.3,-1
2003,RA-774,Aluno-774,0,2024,5.6858,Quartzo,5.0,3.8,6.4,10.0,2.5,6.3,6.4,-1
2004,RA-749,Aluno-749,0,2024,8.3373,Topázio,5.0,8.8,9.7,9.5,8.1,8.4,7.7,-2
2005,RA-929,Aluno-929,0,2024,7.7244,Ametista,5.0,6.8,9.5,9.0,7.5,8.1,7.6,-1
2006,RA-930,Aluno-930,0,2024,7.9298,Ametista,5.0,8.0,9.7,8.5,7.5,7.8,7.5,-1
2007,RA-787,Aluno-787,0,2024,7.735,Ametista,5.0,7.3,9.8,9.0,7.5,7.2,7.3,-1
2008,RA-1348,Aluno-1348,0,2024,7.9605,Ametista,5.0,9.0,8.6,7.5,7.5,8.8,7.8,-1
2009,RA-935,Aluno-935,0,2024,8.3422,Topázio,5.0,8.5,10.0,9.5,7.5,8.8,7.8,-1
2010,RA-1349,Aluno-1349,0,2024,7.8557,Ametista,5.0,8.5,8.4,8.0,7.5,8.4,7.9,-1
2011,RA-937,Aluno-937,0,2024,8.3792,Topázio,5.0,7.5,10.0,10.0,9.4,8.8,7.8,-1
2012,RA-1350,Aluno-1350,0,2024,8.3354,Topázio,5.0,8.5,10.0,8.5,8.8,8.4,7.8,-2
2013,RA-1351,Aluno-1351,0,2024,8.1861,Topázio,5.0,8.8,9.2,9.0,8.1,8.4,7.7,-1
2014,RA-959,Aluno-959,0,2024,8.3798,Topázio,5.0,9.5,9.7,10.0,7.5,7.8,7.5,-1
2015,RA-1352,Aluno-1352,0,2024,8.2899,Topázio,5.0,8.5,9.5,10.0,8.1,8.4,7.7,-1
2016,RA-1353,Aluno-1353,0,2024,6.4547,Agata,5.0,3.0,9.5,8.0,7.5,6.9,6.1,-1
2017,RA-1354,Aluno-1354,0,2024,7.3534,Ametista,5.0,6.0,8.4,9.5,7.5,8.1,7.3,-1
2018,RA-979,Aluno-979,0,2024,8.0352,Topázio,5.0,8.3,9.5,9.5,7.5,8.1,7.3,-1
2019,RA-1355,Aluno-1355,0,2024,7.2022,Ametista,5.0,7.0,6.5,10.0,7.5,8.1,7.2,-1
2020,RA-971,Aluno-971,0,2024,6.8916,Agata,5.0,6.8,7.9,7.4,7.5,7.5,6.1,-1
2021,RA-972,Aluno-972,0,2024,7.5375,Ametista,5.0,6.8,8.4,9.5,7.5,8.8,7.2,-1
2022,RA-965,Aluno-965,0,2024,6.1377,Agata,5.0,2.3,6.5,9.0,7.5,8.8,6.8,-2
2023,RA-973,Aluno-973,0,2024,6.9318,Agata,5.0,3.8,9.3,10.0,7.5,7.5,6.6,-2
2024,RA-1356,Aluno-1356,0,2024,7.8696,Ametista,10.0,5.5,9.4,9.0,7.5,8.1,7.1,0
2025,RA-966,Aluno-966,0,2024,7.9943,Ametista,5.0,9.0,8.6,9.5,7.5,8.1,7.3,-2
2026,RA-1357,Aluno-1357,0,2024,7.1807,Ametista,5.0,6.8,7.5,8.0,7.5,8.1,7.3,-1
2027,RA-969,Aluno-969,0,2024,7.4534,Ametista,5.0,7.3,7.9,9.0,7.5,8.1,7.3,-1
2028,RA-1358,Aluno-1358,0,2024,6.553,Agata,10.0,4.0,7.4,9.2,5.0,6.3,6.2,0
2029,RA-1359,Aluno-1359,0,2024,7.2102,Ametista,10.0,6.0,9.0,8.5,5.6,5.6,6.2,0
2030,RA-1360,Aluno-1360,0,2024,6.8481,Agata,10.0,5.0,7.0,8.5,7.5,5.6,6.4,0
2031,RA-1361,Aluno-1361,0,2024,8.7387,Topázio,10.0,10.0,9.4,9.5,5.6,7.5,8.0,0
2032,RA-975,Aluno-975,0,2024,7.1464,Ametista,5.0,8.0,7.7,8.5,5.0,6.9,7.3,-1
2033,RA-1362,Aluno-1362,0,2024,7.7092,Ametista,10.0,8.5,6.9,10.0,5.6,6.9,6.9,0
2034,RA-977,Aluno-977,0,2024,7.188,Ametista,5.0,7.0,7.3,10.0,6.3,6.9,7.6,-1
2035,RA-1363,Aluno-1363,0,2024,7.6908,Ametista,10.0,6.5,10.0,7.4,5.6,6.9,7.0,0
2036,RA-981,Aluno-981,0,2024,6.6514,Agata,5.0,6.0,7.0,9.0,6.3,6.3,7.0,-1
2037,RA-1364,Aluno-1364,0,2024,7.57,Ametista,5.0,8.8,8.4,8.0,7.5,6.9,7.0,-1
2038,RA-1365,Aluno-1365,0,2024,7.37,Ametista,5.0,6.5,9.8,9.0,6.3,6.9,7.0,-1
2039,RA-1366,Aluno-1366,0,2024,6.9199,Agata,5.0,6.5,6.6,9.0,7.5,7.5,7.0,-1
2040,RA-974,Aluno-974,0,2024,7.6077,Ametista,5.0,6.5,9.3,9.5,7.5,7.5,7.5,-1
2041,RA-1367,Aluno-1367,0,2024,8.4273,Topázio,10.0,8.8,8.4,10.0,7.5,7.5,7.5,0
2042,RA-1368,Aluno-1368,0,2024,8.6012,Topázio,10.0,9.5,10.0,7.0,7.5,7.5,7.5,0
2043,RA-1369,Aluno-1369,0,2024,8.0523,Topázio,10.0,8.0,8.6,8.5,6.3,7.5,7.5,0
2044,RA-978,Aluno-978,0,2024,7.4637,Ametista,5.0,6.5,9.5,9.5,6.3,6.9,7.5,-1
2045,RA-1370,Aluno-1370,0,2024,8.0456,Topázio,5.0,9.0,8.7,10.0,7.5,7.5,7.5,-1
2046,RA-1371,Aluno-1371,0,2024,6.4844,Agata,5.0,4.5,7.0,7.5,7.5,6.9,7.5,-1
2047,RA-1372,Aluno-1372,0,2024,7.9632,Ametista,10.0,4.8,10.0,9.5,8.1,7.5,7.5,0
2048,RA-1373,Aluno-1373,0,2024,7.5773,Ametista,5.0,6.8,8.9,9.5,7.5,7.5,7.5,-1
2049,RA-1374,Aluno-1374,0,2024,7.3708,Ametista,5.0,5.3,9.3,9.5,7.5,7.5,7.5,-1
2050,RA-1375,Aluno-1375,0,2024,8.1012,Topázio,5.0,8.3,10.0,9.5,7.5,7.5,7.5,-1
2051,RA-1376,Aluno-1376,0,2024,8.2743,Topázio,5.0,9.8,9.6,9.0,7.5,7.5,7.5,-1
2052,RA-994,Aluno-994,0,2024,7.7982,Ametista,5.0,8.3,9.5,9.0,6.9,6.9,7.3,-1
2053,RA-1377,Aluno-1377,0,2024,7.8987,Ametista,10.0,5.5,10.0,9.0,8.1,6.9,7.0,0
2054,RA-1378,Aluno-1378,0,2024,7.6703,Ametista,5.0,6.8,9.3,9.0,8.1,7.5,7.5,-1
2055,RA-1379,Aluno-1379,0,2024,6.6383,Agata,5.0,7.3,8.7,9.5,3.8,5.9,5.2,-1
2056,RA-1380,Aluno-1380,0,2024,7.9643,Ametista,10.0,8.0,8.8,9.5,4.4,7.2,7.5,0
2057,RA-770,Aluno-770,0,2024,7.3057,Ametista,5.0,5.0,9.0,10.0,7.5,7.5,7.5,-1
